Circular ID,Subject,Date,Label
176.0,GRB 981220:Optical Observations,1998-12-29 04:26:33,Not Gravitational Wave
177.0,Optical Observations of GRB981226,1998-12-29 05:19:21,Not Gravitational Wave
178.0,"GRB981226, BeppoSAX-NFI follow-up",1998-12-29 14:40:10,Not Gravitational Wave
179.0,"GRB981220 B, R and I band observations",1998-12-29 15:51:40,Not Gravitational Wave
180.0,radio observations of GRB 981226,1998-12-29 23:20:35,Not Gravitational Wave
181.0,GRB 981226 optical observations,1998-12-30 05:52:14,Not Gravitational Wave
182.0,GRB 981226,1998-12-30 07:02:49,Not Gravitational Wave
183.0,GRB 981226 radio observations,1998-12-30 19:38:44,Not Gravitational Wave
184.0,GRB981226 BeppoSAX follow up,1998-12-30 22:44:28,Not Gravitational Wave
185.0,GRB981226 Optical Observations,1998-12-31 11:37:38,Not Gravitational Wave
186.0,"GRB 981220 and GRB 981226, optical observations",1998-12-31 16:27:27,Not Gravitational Wave
187.0,"GRB981220, sub-millimeter observations",1999-01-02 22:20:45,Not Gravitational Wave
188.0,"GRB981226, sub-millimeter observations",1999-01-02 22:29:23,Not Gravitational Wave
189.0,GRB 980613:  Spectroscopy of the host galaxy,1999-01-03 22:18:24,Not Gravitational Wave
190.0,GRB 981226 Optical Observations,1999-01-06 12:56:10,Not Gravitational Wave
191.0,GRB 981220 Optical observations,1999-01-09 00:35:46,Not Gravitational Wave
192.0,"GRB981220, Optical Observations",1999-01-11 10:10:55,Not Gravitational Wave
193.0,"GRB981220, Correction to GCN 179",1999-01-13 09:07:17,Not Gravitational Wave
194.0,GRB981220,1999-01-14 20:30:01,Not Gravitational Wave
195.0,GRB 981226: radio variable,1999-01-20 05:07:06,Not Gravitational Wave
196.0,Optical Observations of GRB 981220,1999-01-20 19:15:53,Not Gravitational Wave
197.0,Possible identification of SN1999E with GRB980910,1999-01-21 23:32:12,Not Gravitational Wave
198.0,SN 1999E & GRB 980919,1999-01-22 00:21:05,Not Gravitational Wave
199.0,"GRB990123, BeppoSAX WFC detection and NFI planned follow-up",1999-01-23 14:53:46,Not Gravitational Wave
200.0,"GRB 990123, Radio observations",1999-01-23 16:24:28,Not Gravitational Wave
201.0,"GRB 990123: Bright New Source, Possible Optical Transient",1999-01-23 17:18:18,Not Gravitational Wave
202.0,"GRB990123, refined SAX-WFC position",1999-01-23 17:55:33,Not Gravitational Wave
203.0,"GRB990123, BeppoSAX-NFI X-ray afterglow detection",1999-01-23 18:47:56,Not Gravitational Wave
204.0,GRB990123 Optical Observation,1999-01-23 22:44:31,Not Gravitational Wave
205.0,"GRB990123, early optical counterpart detection",1999-01-23 23:15:16,Not Gravitational Wave
206.0,GRB 990123 Optical Follow-up,1999-01-24 00:01:51,Not Gravitational Wave
207.0,GRB 990123 r-band photometry,1999-01-24 03:33:59,Not Gravitational Wave
208.0,GRB 990123: Optical Decay Slope,1999-01-24 09:12:10,Not Gravitational Wave
209.0,"GRB990123, Optical observation",1999-01-24 13:26:03,Not Gravitational Wave
210.0,GRB990123 optical observations,1999-01-24 15:35:49,Not Gravitational Wave
211.0,"GRB 990123, new radio source",1999-01-24 16:56:38,Not Gravitational Wave
212.0,GRB 990123 radio observations,1999-01-24 19:19:16,Not Gravitational Wave
213.0,GRB 990123:  Pre-Burst Detection of an Apparent Host Galaxy,1999-01-24 22:11:08,Not Gravitational Wave
214.0,GRB 990123 optical observations,1999-01-25 01:30:13,Not Gravitational Wave
215.0,"GRB990123, optical observation",1999-01-25 01:50:49,Not Gravitational Wave
216.0,GRB 990123: Possible Gravitationally Lensed Burst?,1999-01-25 01:57:11,Not Gravitational Wave
217.0,GRB 990123 Optical Follow-Up,1999-01-25 08:19:31,Not Gravitational Wave
218.0,"GRB 990123: New Optical Observations, Decay Measure",1999-01-25 10:34:08,Not Gravitational Wave
219.0,GRB 990123 Spectroscopic Redshifts,1999-01-25 11:22:11,Not Gravitational Wave
220.0,GRB990123 Optical Observations,1999-01-25 15:30:47,Not Gravitational Wave
221.0,GRB 990123 : Multiple and Distorted Images of the Host Galaxy?,1999-01-25 17:07:56,Not Gravitational Wave
222.0,GRB990123 IPN annulus,1999-01-25 18:10:30,Not Gravitational Wave
223.0,GRB 990123 Keck Spectrum update,1999-01-25 21:58:44,Not Gravitational Wave
224.0,GRB 990123: BATSE Observations,1999-01-25 22:18:55,Not Gravitational Wave
225.0,GRB 990123; Addendum to GCN 223,1999-01-25 23:21:07,Not Gravitational Wave
226.0,GRB 990123 Optical Follow-Up,1999-01-26 01:01:29,Not Gravitational Wave
227.0,"""GRB 990123: New BV Observations""",1999-01-26 02:30:05,Not Gravitational Wave
228.0,"GRB990123, ASCA X-ray observation of afterglow",1999-01-26 15:17:19,Not Gravitational Wave
229.0,GRB990123: NIR Observation,1999-01-26 19:56:17,Not Gravitational Wave
230.0,GRB 990123: Strong MeV CGRO-COMPTEL detection now posted on WWW,1999-01-26 22:15:07,Not Gravitational Wave
231.0,"GRB990123, OSSE observations",1999-01-27 09:57:44,Not Gravitational Wave
232.0,GRB 990123: near-infrared observations.,1999-01-27 14:51:12,Not Gravitational Wave
233.0,"GRB990123, Optical BVRI Observations",1999-01-27 19:24:25,Not Gravitational Wave
234.0,Search for Potential Images of GRB 990123,1999-01-27 20:27:44,Not Gravitational Wave
235.0,Search for Potential Images of GRB 990123,1999-01-27 21:46:09,Not Gravitational Wave
236.0,On the Lensing Interpretation of GRB 990123,1999-01-28 10:49:17,Not Gravitational Wave
237.0,GRB 990123: Correction to GCN 230 - C.A. Young added to author list,1999-01-28 21:01:26,Not Gravitational Wave
238.0,"GRB990123, Preliminary Lens Search Results",1999-01-28 21:35:38,Not Gravitational Wave
239.0,GRB 990123: Continued Radio Observations,1999-01-29 04:22:52,Not Gravitational Wave
240.0,"GRB 990123:  Detection of the IR Transient, and the Light Curve Fits",1999-01-29 04:31:21,Not Gravitational Wave
241.0,"GRB990123, Probability of gravitational lensing",1999-01-31 02:31:33,Not Gravitational Wave
242.0,GRB990123 Optical Observations,1999-02-01 02:19:38,Not Gravitational Wave
243.0,GRB 990123:  New Constraints on Possible Foreground Galaxies,1999-02-01 15:21:54,Not Gravitational Wave
244.0,"GRB990123, 15-GHz limits",1999-02-01 22:48:20,Not Gravitational Wave
245.0,"GRB990123, Upcoming HST Service Observations",1999-02-03 15:03:58,Not Gravitational Wave
246.0,GRB 990123: Publicly available reduced HST images,1999-02-03 15:47:41,Not Gravitational Wave
247.0,"GRB990123, is the ""radio flare"" due to an inhomogeneous medium?",1999-02-03 18:17:17,Not Gravitational Wave
248.0,"GRB990123, Optical observation",1999-02-03 20:02:38,Not Gravitational Wave
249.0,GRB 990123 NOT Spectrum Update,1999-02-03 22:46:15,Not Gravitational Wave
250.0,"GRB981220, field photometry",1999-02-04 17:32:35,Not Gravitational Wave
251.0,GRB 990123: Updated Keck Spectroscopy Results,1999-02-05 02:31:18,Not Gravitational Wave
252.0,GRB 990123: BVRI standards in the field,1999-02-08 06:29:35,Not Gravitational Wave
253.0,GRB19990123 observations,1999-02-08 17:31:10,Not Gravitational Wave
254.0,For Immediate Posting to GCN - HST Data GRB 990123 Available,1999-02-09 18:07:15,Not Gravitational Wave
255.0,GRB 990123: Reduced HST Images,1999-02-09 19:22:51,Not Gravitational Wave
256.0,GRB 990123:  Discovery of the Probable Host Galaxy,1999-02-09 21:41:21,Not Gravitational Wave
257.0,"GRB990123, Optical Observation",1999-02-15 05:21:39,Not Gravitational Wave
258.0,"GRB990217, WFC position",1999-02-17 14:09:13,Not Gravitational Wave
259.0,GRB990217 Optical observation,1999-02-18 21:26:26,Not Gravitational Wave
260.0,GRB990123 observations,1999-02-19 13:42:03,Not Gravitational Wave
261.0,GRB990123: Caltech STIS Photometry and Images,1999-02-19 13:52:30,Not Gravitational Wave
262.0,Optical Observations of GRB990217,1999-02-19 18:06:55,Not Gravitational Wave
263.0,GRB990217: BeppoSAX/GRBM data,1999-02-22 19:56:01,Not Gravitational Wave
264.0,BATSE Flight Anomaly,1999-02-22 23:06:10,Not Gravitational Wave
265.0,BATSE Resumes Normal Operations,1999-02-23 15:24:48,Not Gravitational Wave
266.0,"GRB 990217, radio observations",1999-02-24 03:08:48,Not Gravitational Wave
267.0,GRB 990217 Optical Observations,1999-02-26 16:07:14,Not Gravitational Wave
268.0,"GRB 990123, Field Photometry",1999-02-26 18:13:16,Not Gravitational Wave
269.0,"GRB 981220, radio observations",1999-03-03 18:44:34,Not Gravitational Wave
270.0,"GRB981220, IPN localization",1999-03-03 18:53:32,Not Gravitational Wave
271.0,"GRB990308, Possible new SGR~0209+70",1999-03-08 22:07:34,Not Gravitational Wave
272.0,"GRB990308 (Trig. 7457), optical observations",1999-03-10 11:51:21,Not Gravitational Wave
273.0,GRB 990308a and GRB 990308b,1999-03-10 16:17:22,Not Gravitational Wave
274.0,GRB990308 not a new SGR,1999-03-10 17:48:16,Not Gravitational Wave
275.0,ASM/IPN error box for GRB 990308 (BATSE #7457),1999-03-14 19:43:32,Not Gravitational Wave
276.0,GRB990316 - Optical null results,1999-03-17 14:59:23,Not Gravitational Wave
277.0,GRB990316: simultaneous optical observation,1999-03-18 03:27:59,Not Gravitational Wave
278.0,GRB 990316 optical observations,1999-03-18 13:16:57,Not Gravitational Wave
279.0,"GRB990316, Optical observations",1999-03-19 12:11:31,Not Gravitational Wave
280.0,"GRB 990316, Optical observations",1999-03-19 18:01:47,Not Gravitational Wave
281.0,"GRB 990316, Radio observations",1999-03-21 22:34:17,Not Gravitational Wave
282.0,GRB 990316 Optical Observations,1999-03-22 23:26:48,Not Gravitational Wave
283.0,GRB990321 IPN TRIANGULATION,1999-03-23 22:55:15,Not Gravitational Wave
284.0,GRB990323 PRECISE IPN POSITION,1999-03-25 18:23:52,Not Gravitational Wave
285.0,GRB990321 REFINED IPN ANNULUS,1999-03-27 19:47:25,Not Gravitational Wave
286.0,GRB980425 Optical observations of exponential decline at late time,1999-03-30 21:40:33,Not Gravitational Wave
287.0,GRB981220 VLBA observations,1999-03-30 22:18:31,Not Gravitational Wave
288.0,IPN localization of GRB990427,1999-04-28 21:59:44,Not Gravitational Wave
289.0,GRB 970228: Redshift and properties of the host galaxy,1999-05-03 18:05:33,Not Gravitational Wave
290.0,IPN localization for GRB990506,1999-05-06 20:28:10,Not Gravitational Wave
291.0,New IPN/RXTE error box for GRB990506,1999-05-06 20:47:37,Not Gravitational Wave
292.0,GRB990506 observation plan,1999-05-06 21:29:49,Not Gravitational Wave
293.0,GRB990506 Optical observations,1999-05-07 02:41:57,Not Gravitational Wave
294.0,"GRB 990506, optical observations",1999-05-07 06:18:50,Not Gravitational Wave
295.0,"GRB 990506, optical observations from +1 to +3 hours",1999-05-07 07:54:16,Not Gravitational Wave
296.0,"GRB 990506, armchair astronomy",1999-05-07 08:07:16,Not Gravitational Wave
297.0,GRB 990506: Limits on the possible optical transient,1999-05-07 18:58:14,Not Gravitational Wave
298.0,Refined IPN error box for GRB990506,1999-05-07 20:49:45,Not Gravitational Wave
299.0,GRB990506 observation plan,1999-05-07 23:17:44,Not Gravitational Wave
300.0,"GRB 990506, optical observations",1999-05-08 09:36:46,Not Gravitational Wave
301.0,GRB 990506 optical observations,1999-05-08 17:33:10,Not Gravitational Wave
302.0,GRB 990506 optical observations,1999-05-08 21:14:49,Not Gravitational Wave
303.0,"GRB 990506, Optical Observations",1999-05-09 03:10:15,Not Gravitational Wave
304.0,GRB 990510: Final BeppoSAX-WFC Coordinates,1999-05-10 13:49:47,Not Gravitational Wave
305.0,"GRB 990506, optical observations",1999-05-10 17:55:55,Not Gravitational Wave
306.0,GRB 990506: BATSE Observations,1999-05-10 18:01:10,Not Gravitational Wave
307.0,"GRB 990123, optical monitoring",1999-05-10 19:04:54,Not Gravitational Wave
308.0,GRB 990506 Radio Observations,1999-05-10 19:15:21,Not Gravitational Wave
309.0,IPN localization of GRB990510,1999-05-10 20:19:19,Not Gravitational Wave
310.0,GRB 990510 optical observations,1999-05-10 20:35:55,Not Gravitational Wave
311.0,GRB990510: NFI X-ray source,1999-05-10 21:38:12,Not Gravitational Wave
312.0,Galactic extinction towards GRB 990510,1999-05-10 22:21:11,Not Gravitational Wave
313.0,GRB 990510 optical observations,1999-05-11 02:15:39,Not Gravitational Wave
